pc_time,device_name,device_address,rssi_dbm,heart_rate_bpm,respiration_rate_bpm,temperature_c,spo2_pct,manufacturer_id,raw_hex
2025-12-18 13:47:27.613,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-48,255,0,0.00,,7674,1f0501ff000000000000000097000064e1
2025-12-18 13:47:31.165,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-50,255,0,0.00,,7674,1f0501ff000000000000000097000064e1
2025-12-18 13:47:31.167,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-51,255,0,0.00,,7674,1f0501ff000000000000000097000064e1
2025-12-18 13:47:31.167,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-51,255,0,0.00,,7674,1f0501ff000000000000000097000064e1
2025-12-18 13:47:31.420,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-51,255,0,0.00,,7674,1f0501ff000000000000000097000064e1
2025-12-18 13:47:31.422,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-51,255,0,0.00,,7674,1f0501ff000000000000000097000064e1
2025-12-18 13:47:35.221,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-50,0,0,0.00,,7674,1f050100000000000000000097000064e0
2025-12-18 13:47:35.221,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-51,0,0,0.00,,7674,1f050100000000000000000097000064e0
2025-12-18 13:47:38.548,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-49,63,0,0.00,,7674,1f05013f000000000000000097000064a1
2025-12-18 13:47:38.550,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-49,63,0,0.00,,7674,1f05013f000000000000000097000064a1
2025-12-18 13:47:40.849,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-49,64,0,0.00,,7674,1f050140000000000000000097000064a0
2025-12-18 13:47:40.850,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-50,64,0,0.00,,7674,1f050140000000000000000097000064a0
2025-12-18 13:47:44.414,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-50,65,0,0.00,100,7674,1f050141000000000000000064000064d2
2025-12-18 13:47:44.415,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-50,65,0,0.00,100,7674,1f050141000000000000000064000064d2
2025-12-18 13:47:45.444,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-50,65,0,0.00,100,7674,1f050141000000000000000064000064d2
2025-12-18 13:47:45.444,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-50,65,0,0.00,100,7674,1f050141000000000000000064000064d2
2025-12-18 13:47:49.020,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-50,60,0,0.00,100,7674,1f05013c000000000000000064000064d7
2025-12-18 13:47:49.020,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-50,60,0,0.00,100,7674,1f05013c000000000000000064000064d7
2025-12-18 13:47:50.550,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-53,61,0,0.00,100,7674,1f05013d000000000000000064000064d6
2025-12-18 13:47:50.550,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-53,61,0,0.00,100,7674,1f05013d000000000000000064000064d6
2025-12-18 13:47:52.076,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-50,62,0,0.00,100,7674,1f05013e000000000000000064000064d5
2025-12-18 13:47:52.078,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-50,62,0,0.00,100,7674,1f05013e000000000000000064000064d5
2025-12-18 13:47:52.326,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-55,62,0,0.00,100,7674,1f05013e000000000000000064000064d5
2025-12-18 13:47:52.327,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-55,62,0,0.00,100,7674,1f05013e000000000000000064000064d5
2025-12-18 13:47:53.856,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-50,61,0,0.00,100,7674,1f05013d000000000000000064000064d6
2025-12-18 13:47:53.857,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-50,61,0,0.00,100,7674,1f05013d000000000000000064000064d6
2025-12-18 13:47:54.626,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-55,61,0,0.00,100,7674,1f05013d000000000000000064000064d6
2025-12-18 13:47:54.626,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-54,61,0,0.00,100,7674,1f05013d000000000000000064000064d6
2025-12-18 13:47:57.947,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-50,61,0,0.00,100,7674,1f05013d000000000000000064000064d6
2025-12-18 13:47:57.947,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-50,61,0,0.00,100,7674,1f05013d000000000000000064000064d6
2025-12-18 13:47:59.985,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-50,62,0,0.00,100,7674,1f05013e000000000000000064000064d5
2025-12-18 13:47:59.987,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-50,62,0,0.00,100,7674,1f05013e000000000000000064000064d5
2025-12-18 13:48:00.237,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-51,62,0,0.00,100,7674,1f05013e000000000000000064000064d5
2025-12-18 13:48:01.766,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-50,63,0,0.00,100,7674,1f05013f000000000000000064000064d4
2025-12-18 13:48:01.767,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-50,63,0,0.00,100,7674,1f05013f000000000000000064000064d4
2025-12-18 13:48:05.087,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-49,64,0,0.00,100,7674,1f050140000000000000000064000064d3
2025-12-18 13:48:05.087,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-50,64,0,0.00,100,7674,1f050140000000000000000064000064d3
2025-12-18 13:48:05.089,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-50,64,0,0.00,100,7674,1f050140000000000000000064000064d3
2025-12-18 13:48:05.350,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-48,64,0,0.00,100,7674,1f050140000000000000000064000064d3
2025-12-18 13:48:05.351,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-47,64,0,0.00,100,7674,1f050140000000000000000064000064d3
2025-12-18 13:48:07.134,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-48,64,0,0.00,100,7674,1f050140000000000000000064000064d3
2025-12-18 13:48:07.134,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-48,64,0,0.00,100,7674,1f050140000000000000000064000064d3
2025-12-18 13:48:08.662,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-51,64,10,0.00,100,7674,1f050140000a00000000000064000064c9
2025-12-18 13:48:08.663,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-51,64,10,0.00,100,7674,1f050140000a00000000000064000064c9
2025-12-18 13:48:09.679,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-49,63,10,0.00,100,7674,1f05013f000a00000000000064000064ca
2025-12-18 13:48:09.681,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-50,63,10,0.00,100,7674,1f05013f000a00000000000064000064ca
2025-12-18 13:48:09.941,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-50,63,10,0.00,100,7674,1f05013f000a00000000000064000064ca
2025-12-18 13:48:09.941,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-50,63,10,0.00,100,7674,1f05013f000a00000000000064000064ca
2025-12-18 13:48:11.476,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-42,65,10,0.00,100,7674,1f050141000a00000000000064000064c8
2025-12-18 13:48:11.476,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-42,65,10,0.00,100,7674,1f050141000a00000000000064000064c8
2025-12-18 13:48:17.085,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-44,69,10,0.00,100,7674,1f050145000a00000000000064000064c4
2025-12-18 13:48:17.085,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-44,69,10,0.00,100,7674,1f050145000a00000000000064000064c4
2025-12-18 13:48:17.340,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-47,69,10,0.00,100,7674,1f050145000a00000000000064000064c4
2025-12-18 13:48:17.340,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-47,69,10,0.00,100,7674,1f050145000a00000000000064000064c4
2025-12-18 13:48:18.881,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-51,70,11,0.00,100,7674,1f050146000b00000000000064000064c2
2025-12-18 13:48:18.882,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-51,70,11,0.00,100,7674,1f050146000b00000000000064000064c2
2025-12-18 13:48:21.176,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-44,70,11,0.00,100,7674,1f050146000b00000000000064000064c2
2025-12-18 13:48:21.177,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-45,70,11,0.00,100,7674,1f050146000b00000000000064000064c2
2025-12-18 13:48:22.704,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-44,70,11,0.00,100,7674,1f050146000b00000000000064000064c2
2025-12-18 13:48:22.705,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-44,70,11,0.00,100,7674,1f050146000b00000000000064000064c2
2025-12-18 13:48:22.960,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-43,70,11,0.00,100,7674,1f050146000b00000000000064000064c2
2025-12-18 13:48:22.961,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-44,70,11,0.00,100,7674,1f050146000b00000000000064000064c2
2025-12-18 13:48:24.473,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-55,70,11,0.00,100,7674,1f050146000b00000000000064000064c2
2025-12-18 13:48:24.476,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-55,70,11,0.00,100,7674,1f050146000b00000000000064000064c2
2025-12-18 13:48:24.993,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-51,70,11,0.00,100,7674,1f050146000b00000000000064000064c2
2025-12-18 13:48:24.993,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-51,70,11,0.00,100,7674,1f050146000b00000000000064000064c2
2025-12-18 13:48:27.287,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-45,71,11,0.00,,7674,1f050147000b000000000000970000648e
2025-12-18 13:48:29.339,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-41,71,10,0.00,,7674,1f050147000a000000000000970000648f
2025-12-18 13:48:29.339,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-41,71,10,0.00,,7674,1f050147000a000000000000970000648f
2025-12-18 13:48:32.390,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-54,67,10,0.00,,7674,1f050143000a0000000000009700006493
2025-12-18 13:48:32.393,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-54,67,10,0.00,,7674,1f050143000a0000000000009700006493
2025-12-18 13:48:32.647,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-53,67,10,0.00,,7674,1f050143000a0000000000009700006493
2025-12-18 13:48:32.648,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-53,67,10,0.00,,7674,1f050143000a0000000000009700006493
2025-12-18 13:48:34.190,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-55,65,10,0.00,,7674,1f050141000a0000000000009700006495
2025-12-18 13:48:34.190,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-55,65,10,0.00,,7674,1f050141000a0000000000009700006495
2025-12-18 13:48:34.694,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-55,65,10,0.00,,7674,1f050141000a0000000000009700006495
2025-12-18 13:48:34.694,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-55,65,10,0.00,,7674,1f050141000a0000000000009700006495
2025-12-18 13:48:36.741,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-52,65,10,0.00,,7674,1f050141000a0000000000009700006495
2025-12-18 13:48:36.742,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-52,65,10,0.00,,7674,1f050141000a0000000000009700006495
2025-12-18 13:48:37.768,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-53,66,10,0.00,,7674,1f050142000a0000000000009700006494
2025-12-18 13:48:37.769,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-54,66,10,0.00,,7674,1f050142000a0000000000009700006494
2025-12-18 13:48:38.027,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-52,66,10,0.00,,7674,1f050142000a0000000000009700006494
2025-12-18 13:48:38.028,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-51,66,10,0.00,,7674,1f050142000a0000000000009700006494
2025-12-18 13:48:38.283,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-61,66,10,0.00,,7674,1f050142000a0000000000009700006494
2025-12-18 13:48:38.283,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-61,66,10,0.00,,7674,1f050142000a0000000000009700006494
2025-12-18 13:48:40.068,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-59,66,10,0.00,100,7674,1f050142000a00000000000064000064c7
2025-12-18 13:48:40.069,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-58,66,10,0.00,100,7674,1f050142000a00000000000064000064c7
2025-12-18 13:48:40.328,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-55,66,10,0.00,100,7674,1f050142000a00000000000064000064c7
2025-12-18 13:48:40.329,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-55,66,10,0.00,100,7674,1f050142000a00000000000064000064c7
2025-12-18 13:48:41.092,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-59,66,10,0.00,100,7674,1f050142000a00000000000064000064c7
2025-12-18 13:48:42.114,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-67,66,10,0.00,100,7674,1f050142000a00000000000064000064c7
2025-12-18 13:48:42.369,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-55,66,10,0.00,100,7674,1f050142000a00000000000064000064c7
2025-12-18 13:48:42.370,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-55,66,10,0.00,100,7674,1f050142000a00000000000064000064c7
2025-12-18 13:48:43.126,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-58,66,10,0.00,100,7674,1f050142000a00000000000064000064c7
2025-12-18 13:48:43.127,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-57,66,10,0.00,100,7674,1f050142000a00000000000064000064c7
2025-12-18 13:48:45.154,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-67,66,10,0.00,100,7674,1f050142000a00000000000064000064c7
2025-12-18 13:48:45.913,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-52,66,10,0.00,100,7674,1f050142000a00000000000064000064c7
2025-12-18 13:48:45.913,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-51,66,10,0.00,100,7674,1f050142000a00000000000064000064c7
2025-12-18 13:48:46.432,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-52,66,10,0.00,100,7674,1f050142000a00000000000064000064c7
2025-12-18 13:48:46.432,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-52,66,10,0.00,100,7674,1f050142000a00000000000064000064c7
2025-12-18 13:48:46.683,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-61,66,10,0.00,100,7674,1f050142000a00000000000064000064c7
2025-12-18 13:48:46.683,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-61,66,10,0.00,100,7674,1f050142000a00000000000064000064c7
2025-12-18 13:48:50.218,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-54,66,10,0.00,,7674,1f050142000a0000000000009700006494
2025-12-18 13:48:50.220,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-54,66,10,0.00,,7674,1f050142000a0000000000009700006494
2025-12-18 13:48:53.024,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-56,69,10,0.00,,7674,1f050145000a0000000000009700006491
2025-12-18 13:48:53.024,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-56,69,10,0.00,,7674,1f050145000a0000000000009700006491
2025-12-18 13:48:54.557,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-61,70,10,0.00,,7674,1f050146000a0000000000009700006490
2025-12-18 13:48:54.558,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-60,70,10,0.00,,7674,1f050146000a0000000000009700006490
2025-12-18 13:48:55.319,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-60,71,10,0.00,,7674,1f050147000a000000000000970000648f
2025-12-18 13:48:55.319,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-61,71,10,0.00,,7674,1f050147000a000000000000970000648f
2025-12-18 13:48:55.320,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-61,71,10,0.00,,7674,1f050147000a000000000000970000648f
2025-12-18 13:48:57.109,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-60,71,10,0.00,,7674,1f050147000a000000000000970000648f
2025-12-18 13:48:57.109,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-59,71,10,0.00,,7674,1f050147000a000000000000970000648f
2025-12-18 13:49:00.926,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-58,69,10,0.00,100,7674,1f050145000a00000000000064000064c4
2025-12-18 13:49:00.926,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-57,69,10,0.00,100,7674,1f050145000a00000000000064000064c4
2025-12-18 13:49:00.928,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-65,69,10,0.00,100,7674,1f050145000a00000000000064000064c4
2025-12-18 13:49:01.178,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-56,69,10,0.00,100,7674,1f050145000a00000000000064000064c4
2025-12-18 13:49:01.178,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-56,69,10,0.00,100,7674,1f050145000a00000000000064000064c4
2025-12-18 13:49:02.704,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-59,67,10,0.00,100,7674,1f050143000a00000000000064000064c6
2025-12-18 13:49:02.705,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-59,67,10,0.00,100,7674,1f050143000a00000000000064000064c6
2025-12-18 13:49:04.224,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-52,68,10,0.00,100,7674,1f050144000a00000000000064000064c5
2025-12-18 13:49:04.225,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-52,68,10,0.00,100,7674,1f050144000a00000000000064000064c5
2025-12-18 13:49:04.227,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-57,68,10,0.00,100,7674,1f050144000a00000000000064000064c5
2025-12-18 13:49:04.484,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-53,68,10,0.00,100,7674,1f050144000a00000000000064000064c5
2025-12-18 13:49:04.484,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-53,68,10,0.00,100,7674,1f050144000a00000000000064000064c5
2025-12-18 13:49:04.994,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-53,68,10,0.00,100,7674,1f050144000a00000000000064000064c5
2025-12-18 13:49:04.996,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-54,68,10,0.00,100,7674,1f050144000a00000000000064000064c5
2025-12-18 13:49:09.582,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-61,67,10,0.00,100,7674,1f050143000a00000000000064000064c6
2025-12-18 13:49:09.583,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-61,67,10,0.00,100,7674,1f050143000a00000000000064000064c6
2025-12-18 13:49:10.599,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-51,66,10,0.00,100,7674,1f050142000a00000000000064000064c7
2025-12-18 13:49:10.599,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-51,66,10,0.00,100,7674,1f050142000a00000000000064000064c7
2025-12-18 13:49:14.172,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-53,65,10,36.76,100,7674,1f050141000a000000005c0e640000645e
2025-12-18 13:49:14.173,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-55,65,10,36.76,100,7674,1f050141000a000000005c0e640000645e
2025-12-18 13:49:14.684,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-53,65,10,36.75,100,7674,1f050141000a000000005b0e640000645f
2025-12-18 13:49:14.685,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-53,65,10,36.75,100,7674,1f050141000a000000005b0e640000645f
2025-12-18 13:49:16.214,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-54,65,10,36.75,100,7674,1f050141000a000000005b0e640000645f
2025-12-18 13:49:16.216,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-55,65,10,36.75,100,7674,1f050141000a000000005b0e640000645f
2025-12-18 13:49:21.833,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-60,65,11,36.73,100,7674,1f050141000b00000000590e6400006460
2025-12-18 13:49:21.833,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-60,65,11,36.73,100,7674,1f050141000b00000000590e6400006460
2025-12-18 13:49:23.883,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-59,65,11,36.72,100,7674,1f050141000b00000000580e6400006461
2025-12-18 13:49:23.883,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-58,65,11,36.72,100,7674,1f050141000b00000000580e6400006461
2025-12-18 13:49:25.930,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-54,64,11,36.71,100,7674,1f050140000b00000000570e6400006463
2025-12-18 13:49:25.932,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-54,64,11,36.71,100,7674,1f050140000b00000000570e6400006463
2025-12-18 13:49:26.189,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-56,64,11,36.71,100,7674,1f050140000b00000000570e6400006463
2025-12-18 13:49:26.191,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-55,64,11,36.71,100,7674,1f050140000b00000000570e6400006463
2025-12-18 13:49:27.466,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-53,64,12,36.70,100,7674,1f050140000c00000000560e6400006463
2025-12-18 13:49:27.466,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-53,64,12,36.70,100,7674,1f050140000c00000000560e6400006463
2025-12-18 13:49:27.466,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-59,64,12,36.70,100,7674,1f050140000c00000000560e6400006463
2025-12-18 13:49:27.466,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-59,64,12,36.70,100,7674,1f050140000c00000000560e6400006463
2025-12-18 13:49:27.720,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-62,65,12,36.70,100,7674,1f050141000c00000000560e6400006462
2025-12-18 13:49:27.721,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-62,65,12,36.70,100,7674,1f050141000c00000000560e6400006462
2025-12-18 13:49:29.252,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-50,65,14,36.69,100,7674,1f050141000e00000000550e6400006461
2025-12-18 13:49:29.254,HLTO - 01CC,D346751B-7A47-77BE-F059-8A44CE985235,-50,65,14,36.69,100,7674,1f050141000e00000000550e6400006461
