t_ns,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
40383272740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40449986408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40516623733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40566588657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40633192019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40699923390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40766562467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40833255216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40899976298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40966549573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41033178061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41099874958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41166501122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41233214359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41299888022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41366584647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41416531388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41483297684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41549918278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41617177476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41683286923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41749983429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41816687709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41866622808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41933304976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41999932934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42066559580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42133279689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42200023243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42266628397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42316650900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42383319433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42449904660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42516624960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42583251324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42649905240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42716644025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42783350289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42850011720,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42916667208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42983394622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43050171146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43116693526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43166686403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43233379302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43300060920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43366733611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43433448702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43500042636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43566848446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43616756212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43683353634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43750084432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43816659271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43883397866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43950089001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44016761531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44083362969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44150038026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44216776879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44283470780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44350117513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44416782811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44466748056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44533393405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44600142479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44666814579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44733462885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44800146325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44866786126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44916792617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44983480857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45050171343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45116839775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45183526642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45250198182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45316825427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45366795472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45433465698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45500164267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45566867366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45633530809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45700268102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45766838420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45833559602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45900205042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45966846265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46033531170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46100170527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46166867635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46216830886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46283575051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46350138306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46416897089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46483481314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46550121606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46617485118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46666887010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46733593994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46800271174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46866822087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46933524374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47000205020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47066919439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47133606747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47200325575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47266974752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47333581499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47400245384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47466917805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47516902276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47583585727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47650232269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47716868202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47783544079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47850270480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47916917192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47966877127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48033582549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48100297770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48166948271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48233641200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48300262894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48367045902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48416895390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48483606854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48550263776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48616967766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48683700208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48750303910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48816959980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48883633313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48950291226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49016945624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49083685661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49150384259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49217003972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49266982822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49333666274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49400345517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49466981118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49533717177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49600408524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49667069232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49717092216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49783794381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49850448277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49917055156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49983710454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50050403012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50117046379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50167028875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50233682771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50300336688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50366990513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50433683703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50500397812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50567032922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50633699371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50700468052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50767138219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50833806521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50900517554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50967093504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51017070201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51083773008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51150426693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51217071723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51283775833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51350456108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51417186827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51467090657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51533737431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51600538491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51667213427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51733885757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51800603182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51867161779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51933873624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52000496902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52067147622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52133853076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52200582944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52267167239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52317126272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52383874965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52450537327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52517221019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52583882789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52650643756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52717218313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52767205599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52833896174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52900580957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52967245284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53033945997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53100535913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53167215597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53217260020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53284423609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53350599170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53417260009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53483977374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53550618846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53617297589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53683975660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53750607054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53817239631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53883965380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53950714135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54017344596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54067348855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54133996247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54200621019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54267292868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54333925635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54400600790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54467354804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54517358180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54584065707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54650688144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54717335076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54784064825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54850745751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54917437197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54984032984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55050753215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55117387925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55184091302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55250769876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55317363538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55367409204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55434101912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55500776216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55567428218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55634027071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55700721043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55767431013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55817410235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55884131367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55950792165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56017434098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56084172913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56150805149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56217531860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56267451591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56334167883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56400851775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56467485343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56534166940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56600847636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56667473501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56734124872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56800830674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56867443183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56934231211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57000938626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57067510118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57117517421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57184450660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57250816597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57317569679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57384224116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57450998677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57517640129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57567448821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57634199709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57700950487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57767623548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57834300878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57901128239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57967691665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
