t_ns,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w
62634587521,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
62701178129,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
62767877009,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
62834543558,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
62901228564,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
62967872981,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
63034526736,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
63101205930,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
63167871487,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
63217839719,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
63285126458,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
63351249952,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
63417887428,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
63484613519,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
63551269998,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
63617983666,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
63667870686,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
63734556580,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
63801281609,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
63867981563,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
63934603838,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
64001230042,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
64067952047,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
64117942087,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
64184655265,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
64251211568,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
64317920105,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
64384598607,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
64451233658,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
64517887043,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
64584579111,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
64651259307,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
64717873237,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
64784595801,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
64851286696,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
64917977090,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
64967963506,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
65034649731,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
65101403534,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
65168105470,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
65234689646,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
65301366494,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
65368038736,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
65418042903,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
65484673595,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
65551427197,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
65618019388,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
65684684746,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
65751426495,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
65818036078,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
65884709120,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
65951360521,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
66018052970,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
66084671149,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
66151521863,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
66218118503,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
66268041117,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
66334745968,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
66401438847,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
66468103082,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
66534760606,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
66601416505,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
66668182972,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
66718075410,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
66784762548,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
66851425671,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
66918051184,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
66984767197,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
67051455417,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
67118109764,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
67168133597,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
67234792503,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
67301464583,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
67368181447,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
67434894693,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
67501451968,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
67568137103,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
67634942292,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
67701479299,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
67768086608,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
67834823118,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
67901495480,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
67968205029,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
68018183189,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
68084840059,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
68151544741,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
68218147621,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
68285447575,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
68351440455,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
68418243189,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
68468157850,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
68534786328,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
68601471193,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
68668162087,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
68734783132,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
68801443831,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
68868156586,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
68918322446,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
68984813958,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
69051515363,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
69118132039,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
69184822123,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
69251510054,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
69318146416,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
69384852440,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
69451562320,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
69518389351,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
69584877405,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
69651541702,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
69718215033,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
69768220775,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
69834829565,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
69901519258,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
69968221085,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
70034924734,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
70101577797,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
70168264205,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
70218244267,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
70284904414,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
70351595530,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
70418180917,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
70484896609,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
70551611549,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
70618178943,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
70684815517,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
70751666812,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
70818281384,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
70884909553,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
70951719360,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
71018259704,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
71068271676,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
71134932053,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
71201607209,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
71268236881,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
71334964944,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
71401722004,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
71468301470,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
71518298846,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
71584969333,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
71651600416,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
71718261144,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
71784975092,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
71851600305,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
71918399021,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
71968291991,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
72034933995,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
72101634860,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
72168294777,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
72234944424,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
72301578713,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
72368406255,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
72434892216,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
72501578243,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
72568351361,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
72634928543,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
72701646108,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
72768364064,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
72818486242,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
72885018101,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
72951627432,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
73018365436,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
73085018902,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
73151707381,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
73218384943,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
73268420939,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
73334935093,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
73401738459,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
73468415729,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
73535062723,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
73601690239,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
73668393006,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
73718434303,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
73785049537,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
73851755890,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
73918411651,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
73985088309,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
74051727758,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
74118406571,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
74184996666,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
74251741072,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
74318472764,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
74385108565,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
74451775776,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
74518378476,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
74568362918,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
74635092304,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
74701736742,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
74768422979,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
74835090581,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
74901783731,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
74968471689,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
75018416847,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
75085131085,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
75151828513,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
75218500463,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
75285097934,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
75351833663,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
75418443395,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
75485058509,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
75551752179,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
75618444959,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
75685152615,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
75751805679,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
75818578156,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
75868486044,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
75935173432,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
76001828280,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
76068525157,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
76135198228,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
76201870388,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
76268666030,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
76318592342,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
76385216402,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
76451931944,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
76518537809,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
76585260904,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
76651989361,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
76718712877,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
76768572003,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
76835189049,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
76901986083,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
76968589264,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
77035188117,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
77101933525,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
77168600254,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
77235255462,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
77302013042,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
77368743122,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
77435396736,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
77502029563,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
77568685614,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
77618684450,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
77685400342,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
77752031736,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
77818624628,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
77885280668,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
77951965823,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
78019429543,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
78068733562,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
78135351630,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
78201998814,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
78268711489,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
78335369653,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
78402056101,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
78468743909,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
78535400140,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
78602197926,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
78668773485,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
78735409437,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
78802069305,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
78868764066,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
78918772793,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
78985424835,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
79052103587,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
79118789193,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
79185427860,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
79252102315,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
79318943992,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
79368682062,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
79435358570,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
79502131399,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
79568801244,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
79635424833,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
79702085162,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
79768837010,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
79818754486,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
79885382884,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
79952743062,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
80018841940,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
80085440773,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
80152169167,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
80218819556,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
80285446752,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
80352140855,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
80418754755,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
80485350883,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
80552181650,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
80618823082,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
80668808254,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
80735518587,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
80802216564,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
80868858407,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
80935548952,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
81002150491,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
81068924101,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
81118775863,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
81185481956,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
81252151992,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
81318793606,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
81385568858,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
81452270444,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
81518966338,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
81568856763,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
81635530536,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
81702209188,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
81768831024,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
81835610586,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
81902220058,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
81968895584,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
82035589957,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
82102270622,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
82168984279,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
82235667662,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
82302269970,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
82368971025,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
82418983088,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
82485606537,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
82552366550,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
82618966194,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
82685632454,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
82752316185,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
82819006751,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
82868951127,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
82935565108,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
83002325473,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
83069042746,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
83135643915,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
83202259939,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
83268949092,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
83335544608,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
83402302267,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
83469035864,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
83535652368,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
83602310082,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
83669001188,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
83718948550,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
83785596073,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
83852407663,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
83919082018,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
83985726025,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
84052442189,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
84119045530,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
84169017586,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
84235710716,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
84302372797,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
84369090763,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
84435713691,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
84502374219,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
84569055988,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
84619043343,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
84685753165,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
84752449841,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
84819043493,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
84885683204,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
84953076333,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
85019024076,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
85085758944,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
85152393164,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
85219059151,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
85285724098,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
85352439680,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
85419138840,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
85469063930,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
85535721072,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
85602426465,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
85669191208,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
85735998530,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
85802523746,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
85869267850,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
85919189905,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
85985900436,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
86052541519,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
86119182881,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
86185923058,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
86252580831,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
86319315278,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
86385905725,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
86452618883,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
86519283167,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
86585922235,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
86652579247,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
86719194060,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
86769239855,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
86835983670,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
86902548799,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
86969186976,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
87035841503,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
87102447109,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
87169348518,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
87219198187,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
87285946951,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
87352528470,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
87419188908,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
87485922234,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
87552549820,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
87619292772,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
87669239093,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
87735917263,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
87802609972,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
87869264970,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
87935950425,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
88002574775,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
88069265209,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
88135956115,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
88202601775,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
88269293241,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
88336090466,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
88402576057,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
88469238859,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
88519268836,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
88585991780,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
88652688166,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
88719330740,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
88785928772,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
88852644684,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
88919269195,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
88969289743,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
89035993101,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
89102582016,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
89169344605,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
