t_ns,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w
39082812012,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
39149404813,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
39216169317,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
39266001121,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
39332801131,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
39399414821,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
39466100977,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
39532978762,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
39599779132,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
39666244105,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
39733070995,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
39799757341,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
39866568231,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
39933249739,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
39999915156,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
40066515922,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
40116595671,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
40183308088,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
40249936496,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
40316631548,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
40383318926,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
40450026954,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
40516666182,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
40566648279,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
40633228417,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
40699967683,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
40766604917,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
40833299379,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
40900021683,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
40966595660,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
41033214910,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
41099927236,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
41166536688,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
41233251288,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
41299940810,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
41366621567,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
41416568949,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
41483336977,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
41549960166,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
41617263426,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
41683325255,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
41750021972,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
41816729477,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
41866662372,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
41933343548,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
41999971516,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
42066602851,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
42133313431,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
42200064130,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
42266668201,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
42316687227,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
42383372592,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
42449940237,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
42516663242,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
42583285118,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
42649944605,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
42716680834,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
42783389141,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
42850051374,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
42916704338,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
42983436090,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
43050214347,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
43116733462,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
43166722641,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
43233422403,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
43300105383,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
43366776381,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
43433490880,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
43500081479,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
43566890293,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
43616791610,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
43683390823,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
43750124127,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
43816698714,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
43883437198,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
43950124949,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
44016801506,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
44083399928,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
44150074793,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
44216817536,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
44283510675,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
44350155644,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
44416828215,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
44466781899,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
44533430855,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
44600179388,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
44666855076,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
44733502208,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
44800188355,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
44866861106,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
44916829596,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
44983520042,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
45050212148,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
45116880792,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
45183565385,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
45250237897,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
45316864981,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
45366836830,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
45433509239,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
45500200315,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
45566906919,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
45633569662,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
45700312664,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
45766881281,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
45833597744,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
45900240799,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
45966885949,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
46033575962,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
46100208288,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
46166912218,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
46216865129,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
46283612560,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
46350177561,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
46416936723,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
46483514297,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
46550153604,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
46617573194,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
46666926673,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
46733632106,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
46800324955,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
46866853215,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
46933559629,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
47000241518,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
47066956107,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
47133643967,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
47200365770,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
47267023603,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
47333635560,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
47400287033,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
47466956006,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
47516941029,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
47583627885,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
47650271362,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
47716904038,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
47783584183,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
47850313842,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
47916969670,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
47966917032,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
48033622524,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
48100336613,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
48166988054,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
48233680874,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
48300303260,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
48367084093,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
48416930686,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
48483645747,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
48550304652,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
48617007801,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
48683739121,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
48750345368,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
48816993873,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
48883669971,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
48950330239,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
49016993813,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
49083721827,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
49150425837,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
49217043685,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
49267020372,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
49333700236,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
49400382645,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
49467020001,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
49533755800,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
49600453068,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
49667110930,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
49717128414,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
49783837762,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
49850491879,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
49917103366,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
49983750609,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
50050446764,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
50117086453,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
50167071194,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
50233721565,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
50300370480,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
50367028335,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
50433718008,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
50500433187,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
50567065463,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
50633733906,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
50700513227,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
50767180118,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
50833846546,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
50900556938,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
50967134972,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
51017109995,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
51083808325,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
51150472149,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
51217106930,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
51283810789,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
51350495832,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
51417224368,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
51467128680,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
51533770353,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
51600576974,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
51667255876,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
51733934318,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
51800647805,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
51867205823,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
51933915292,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
52000533260,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
52067187447,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
52133893841,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
52200631904,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
52267213074,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
52317161488,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
52383943062,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
52450579746,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
52517267657,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
52583939737,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
52650688370,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
52717257346,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
52767246837,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
52833939154,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
52900619289,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
52967282112,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
53033982846,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
53100574214,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
53167249680,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
53217298912,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
53284485676,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
53350637923,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
53417303490,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
53484018451,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
53550659923,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
53617344397,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
53684028138,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
53750648782,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
53817276469,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
53884007630,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
53950754350,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
54017388538,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
54067385923,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
54134041924,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
54200658399,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
54267334107,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
54333958146,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
54400640435,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
54467395400,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
54517399057,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
54584108015,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
54650728569,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
54717377195,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
54784105700,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
54850786949,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
54917477613,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
54984068661,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
55050791697,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
55117435254,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
55184133521,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
55250814117,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
55317404334,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
55367450612,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
55434141366,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
55500822342,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
55567471940,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
55634063018,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
55700767078,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
55767472470,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
55817447303,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
55884173013,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
55950841877,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
56017478862,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
56084220021,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
56150844513,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
56217572446,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
56267493800,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
56334211354,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
56400894496,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
56467526471,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
56534215391,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
56600889456,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
56667516051,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
56734159266,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
56800868665,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
56867501923,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
56934271685,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
57000977969,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
57067554831,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
57117561073,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
57184488430,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
57250857283,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
57317614121,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
57384266776,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
57451039022,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
57517679333,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
57567485310,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
57634240896,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
57700994539,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
57767663853,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
57834339330,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
57901170036,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
57967731610,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
58034266152,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
58100963400,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
58167620100,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
58234449325,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
58301010266,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
58367654544,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
58417568573,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
58484291278,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
58551012480,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
58617601394,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
58684317176,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
58750933232,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
58817635397,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
58867807960,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
58934331402,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
59001037926,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
59067664041,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
59134397476,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
59201027917,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
59267816916,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
59317710036,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
59384370313,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
59451032736,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
59517670572,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
59584359202,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
59650948738,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
59717605329,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
59784349063,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
59851084351,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
59917650764,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
59984407371,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
60050995124,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
60117669397,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
60167690688,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
60234315640,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
60301135296,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
60367739768,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
60434397502,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
60501095109,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
60567811602,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
60617763793,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
60684464296,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
60751209062,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
60817859271,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
60884481357,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
60951077114,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
61017811702,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
61067731322,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
61134434219,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
61201150741,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
61267768460,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
61334376450,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
61401028602,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
61467701264,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
61534350441,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
61601116096,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
61667811760,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
61734468321,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
61801186216,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
61867920963,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
61917835453,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
61984532530,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
62051177008,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
62117851703,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
62184535645,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
62251245587,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
62317808202,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
62367795438,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
62434438092,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
62501138104,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
62567866470,0.0,1.0,-10.0,0.0,0.0,0.0,1.0
